bulletin,description,act_type_n1,grupo_muestreo
docm,"Anuncio de 21/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Guadalajara, de inicio de deslinde del monte Peña del Gato, número 228 del Catálogo de Montes de Utilidad Pública de la Provincia de Guadalajara, situado en el término de Sigüenza (Guadalajara).",anuncio,DUP
dogc,"Resolución JUS/325/2025, de 4 de febrero, de declaración de utilidad pública de la entidad Associació Giga",resolución,DUP
boe,"Corrección de errores del anuncio de la Dependencia de Industria y Energía de la Subdelegación del Gobierno en Granada por el que se somete a información pública la solicitud de Declaración de Utilidad Pública de la planta solar fotovoltaica CAPARACENA 220, de 93,24 MW de potencia instalada y su infraestructura de evacuación en los términos municipales de Moclín, Colomera y Atarfe en la provincia de Granada.",corrección_errores,DUP
boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública y concurrencia competitiva el expediente de autorización administrativa de concesión de uso privativo del dominio público forestal para la ocupación temporal de terrenos del monte de utilidad pública número T001, denominado ""El Cascalejo"", de titularidad del Ayuntamiento de Albarracín (Teruel), y sito en su término municipal, motivado por la instalación de fibra óptica para poder proporcionar servicio 5G, proyecto financiado con los Fondos Europeos ""Next Generation"" como parte del Plan de Recuperación y Resiliencia de la Unión Europea y promovido por Telefónica de España, SAU. (Número de Expediente: INAGA 440101/44/2024/11113).",anuncio,DUP
boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por el que se somete a información pública la petición realizada por la mercantil Naturgy Vento, S.A., por la que se solicita modificación de Autorización Administrativa Previa y de Construcción así como la Declaración en Concreto de Utilidad Pública, relativa a la instalación de generación de energía eléctrica mediante tecnología eólica denominada ""PE Villanueva 2"", con una potencia instalada de 18,00 MW, y ubicada en los términos municipales de Villanueva de San Juan, Pruna, Puebla de Cazalla y Morón de la Frontera(Sevilla).",anuncio,DUP
dogc,"Resolución TER/340/2025, de 4 de febrero, de la Dirección General de Energía, por la que se otorga a Les Quadres Planta Fotovoltaica, SL, la autorización administrativa previa, autorización administrativa de construcción y declaración de utilidad pública del proyecto de la planta solar fotovoltaica denominada Els Palous, de 2,16 MW de potencia instalada sobre terreno en suelo no urbanizable, en el término municipal de Bellvei, en la comarca de El Baix Penedès, y su infraestructura de evacuación, líneas subterráneas a 25 kV, en el término municipal de Bellvei, en la comarca de El Baix Penedès (exp. FUE-2023-03186750, ref. 02682)",resolución,DUP
boa,"ORDEN PEJ/216/2025, de 21 de febrero, por la que se reconoce, en concreto, la utilidad pública de la instalación eléctrica ""Proyecto de Ejecución de Parque Fotovoltaico La Serreta y su infraestructura de evacuación"", en el término municipal de Monzón, provincia de Huesca.  Expediente número AT- 159/2020.",orden,DUP
boe,"Resolución de la Delegación Territorial de Economía, Hacienda y Fondos Europeos y de Industria, Energía y Minas en Granada, por la que se declara, en concreto, de utilidad pública, la instalación eléctrica denominada «Parque Eólico Virgen de las Angustias, en los términos municipales de Albuñuelas, Padul, El Valle y Villamena (Granada)».",resolución,DUP
boc,"Aprobación definitiva de la modificación número 1 de la Ordenanza Fiscal reguladora de la Tasa para el Aprovechamiento Forestal Vecinal en el Monte de Utilidad Pública 289, La Tejera.",aprobación,DUP
bopv,"DECRETO 49/2025, de 25 de febrero, por el que se reconoce de utilidad pública a la asociación denominada «Asociación San Nikolas Zabalik para la acogida y promoción de personas en situación o riesgo de exclusión social».

				
2025/01130",decreto,DUP
boe,"Resolución TER/4581/2024, de 10 de diciembre de 2024, del Departamento de Territorio, Vivienda y Transición Ecológica, de la Dirección General de Energía, por la que se otorga a la empresa Edistribución Redes Digitales SLU, la autorización administrativa previa, la autorización administrativa de construcción y la declaración de utilidad pública para la construcción de una nueva línea aérea de alta tensión de doble circuito 110 kV ""S.E. Masdenverge"" – (""S.E. Campredó-S.E. Tortosa"") y una nueva línea aérea de alta tensión de doble circuito 110 kV ""S.E. Masdenverge"" – (""S.E. Amposta I y II""), así como el desmontaje de 144 m de línea existente y la retirada del apoyo T31 existente, en el término municipal de Masdenverge, en la comarca del Montsià (Expediente número: FUE-2024-03749133).",resolución,DUP
boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública el expediente para la autorización administrativa de concesión de uso privativo del dominio público forestal para la ocupación temporal de terrenos del monte de utilidad pública número 418, denominado ""Riberas del río Martín en el término de Samper de Calanda"" de titularidad del Ayuntamiento de Samper de Calanda (Teruel), y sito en su término municipal, para la reforma el cruzamiento de línea aérea de media tensión, entre los apoyos número 31 - 32 solicitado por Edistribución Redes Digitales, SLU. Número de Expediente: INAGA 440101/44/2024/04999.",anuncio,DUP
docm,"Anuncio de 03/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Cuenca, sobre información pública de la solicitud de autorización administrativa previa, aprobación del proyecto de ejecución y reconocimiento en concreto de utilidad pública de la instalación eléctrica de alta tensión. Referencia: 16211-00081.",anuncio,DUP
boe,"Resolución de 4 de marzo de 2025, de la Dirección General de la Costa y del Mar, por la que se publica el Acuerdo del Consejo de Ministros de 11 de febrero de 2025, por el que se declara la utilidad pública de determinados bienes y derechos en el término municipal Carboneras (Almería) al amparo de lo recogido en la disposición adicional tercera de la Ley 22/1988, de 28 de julio, de Costas.",resolución,DUP
boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública y concurrencia competitiva la concesión de uso privativo del dominio público forestal para la ocupación temporal de terrenos del monte de utilidad pública número 30 denominado ""Valle de la izquierda del río Ésera"", de titularidad del Ayuntamiento de Benasque y sito en su término municipal (Huesca), para la construcción de dos sondeos de investigación hidrogeológica en el entorno del Balneario de Los Baños de Benasque, promovida por el Ayuntamiento de Benasque. (Número de Expediente: INAGA 220101/44/2024/10179).",anuncio,DUP
dog,"ANUNCIO de 18 de febrero de 2025, del Departamento Territorial de A Coruña, por el que se notifica la resolución de autorización administrativa previa, de construcción y la declaración de utilidad pública, en concreto, de una instalación de distribución eléctrica en el ayuntamiento de Carral (expediente IN407A 2023/478-1).",anuncio,DUP
boja,"Anuncio de 10 de marzo de 2025, de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por el que se somete a trámite de audiencia e información pública la petición por la que se solicita modificación de autorización administrativa previa y de construcción y a efectos de la solicitud de declaración, en concreto, de utilidad pública para la línea de evacuación de media tensión subterránea asociada. (PP. 547/2025).",anuncio,DUP
dogv,"ANUNCIO por el que se someten a nueva información pública las solicitudes de autorización administrativa previa, autorización administrativa de construcción y la declaración de utilidad pública, en concreto, correspondientes a la infraestructura de evacuación de una central fotovoltaica denominada «PSF Casa Mosén», con potencia a instalar 46,816 MW, a ubicar en los términos municipales de Salinas, Elda, Sax y Petrer. Expediente ATREGI/2020/115/03.",anuncio,DUP
bocyl,"RESOLUCIÓN de 21 de febrero de 2025, del Servicio Territorial de Industria, Comercio y Economía de Valladolid, de autorización administrativa previa, autorización administrativa de construcción de una instalación de producción de energía eléctrica por tecnología fotovoltaica denominada «FV Velilla», y el reconocimiento de utilidad pública, en concreto, de las infraestructuras de evacuación, en el término municipal de Tordesillas (Valladolid). Expte.: FV-2596; ATCE-115.",resolución,DUP
boe,"Anuncio de la Delegación Territorial de Economía, Hacienda y Fondos Europeos y de Industria, Energía y Minas en Cádiz, por el que se somete a Información Pública la Autorización Administrativa Previa y Autorización Administrativa de Construcción del proyecto modificado, y la Declaración en concreto de Utilidad Pública de la Instalación Eléctrica de Alta Tensión ""PSFV MARCHENILLA VII"" de 41 MW de potencia instalada y 41 MW de potencia de evacuación.",anuncio,DUP
dog,"ACUERDO de 21 de enero de 2025, del Departamento Territorial de A Coruña, por el que se somete a información pública la solicitud de otorgamiento de la autorización administrativa previa y de construcción y de declaración de utilidad pública, en concreto, de una instalación de distribución de energía eléctrica en el término municipal de A Coruña  (expediente IN407A 2024/120-1).",acuerdo,DUP
docm,"Resolución de 17/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se otorga la autorización administrativa previa, autorización administrativa de construcción y el reconocimiento, en concreto, de la utilidad pública de la instalación eléctrica de alta tensión con número de expediente E-45211022142 corresponde I.",resolución,DUP
dog,"RESOLUCIÓN de 7 de febrero de 2025, de la Dirección General de Planificación Energética y Minas, por la que se declara la utilidad pública, en concreto, sobre la finca núm. 114 de la RBDA de la infraestructura de distribución de energía eléctrica correspondiente al incremento de un circuito en la LAT 132 kV Mondoñedo-Meira, entre el apoyo 22 y la subestación de Meira, en los términos municipales de Mondoñedo y A Pastoriza (Lugo), y que promueve Begasa (expediente 2021/109 ATE).",resolución,DUP
bocyl,"RESOLUCIÓN de 22 de enero de 2025, de la Dirección General de Patrimonio Natural y Política Forestal, por la que se aprueba la segunda revisión de la ordenación del monte «Pinar del Valle», con número de utilidad pública 85, del que es titular el Ayuntamiento de San Juan de la Nava, de la provincia de Ávila.",resolución,DUP
dog,"ACUERDO de 13 de enero de 2025, del Departamento Territorial de A Coruña, por el que se somete a información pública la solicitud de otorgamiento de las autorizaciones administrativas previa y de construcción y de declaración de utilidad pública, en concreto, de una instalación de distribución de energía eléctrica en el ayuntamiento de Carral (expediente IN407A 2024/093-1).",acuerdo,DUP
boa,"ORDEN HAP/252/2025, de 27 de febrero, por la que se da publicidad al Acuerdo de 26 de febrero de 2025, del Gobierno de Aragón, por el que se otorga la aprobación expresa y formal, ratificándolo, al Acuerdo de 18 de diciembre de 2024, de la Mesa Sectorial de Administración General de la Comunidad Autónoma de Aragón, por el que se modifica el Acuerdo de 17 de noviembre de 2021, sobre criterios generales para la elaboración de las relaciones de puestos de trabajo de la Administración del personal funcionario, laboral y eventual de la Administración de la Comunidad Autónoma de Aragón y sus organismos públicos.",orden,NEGATIVO
boe,LEGANES,otros,NEGATIVO
boib,"Resolución de la consejera de Presidencia y Administraciones Públicas por la que se declara desierta la convocatoria de las pruebas selectivas para el ingreso, por el turno libre, en el cuerpo facultativo técnico, escala humanística y de ciencias sociales, especialidad educación social para el isla de Menorca e Ibiza de la Administración especial de la Comunidad Autónoma de las Illes Balears",resolución,NEGATIVO
bopa,Anuncio. Aprobación definitiva de la modificación de la Ordenanza Fiscal reguladora de la tasa por prestación de servicios o realización de actividades de concesión de licencias para tala de madera. [Cód. 2025-00163],anuncio,NEGATIVO
doe,"Resolución de 27 de febrero de 2025, de la Dirección General de Tributos, por la que se emplaza a los posibles interesados en el recurso contencioso-administrativo tramitado por el procedimiento abreviado n.º 31/2025, seguido a instancias de la mercantil Automáticos Diana, SL, que versa sobre resolución de procedimiento sancionador en materia de juego.",resolución,NEGATIVO
boib,"Resolución del consejero del Mar y del Ciclo del Agua, de 14 de febrero de 2025, por la que se modifica la Resolución, de 8 de septiembre de 2023, sobre la delegación de competencias a los titulares de los órganos directivos de la Consejería",resolución,NEGATIVO
boe,"Resolución de 23 de enero de 2025, del Ayuntamiento de Trebujena (Cádiz), referente a la convocatoria para proveer una plaza.",resolución,NEGATIVO
boe,"Resolución de 24 de febrero de 2025, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la negativa de la registradora de la propiedad de Valverde a inscribir la representación gráfica georreferenciada alternativa de una finca y consiguiente rectificación de su descripción, una vez tramitado el procedimiento regulado en el artículo 199.2 de la Ley Hipotecaria.",resolución,NEGATIVO
bocyl,"RESOLUCIÓN de 7 de marzo de 2025, de la Dirección General de Formación Profesional y Régimen Especial, por la que se convocan las pruebas de acceso y la admisión en las enseñanzas profesionales de artes plásticas y diseño y se determinan las fechas para la matriculación en los centros públicos que imparten dichas enseñanzas en la Comunidad de Castilla y León, para el curso 2025-2026.",resolución,NEGATIVO
boe,SANLUCAR MAYOR,otros,NEGATIVO
bon,Aprobación definitiva de la plantilla orgánica de 2025,aprobación,NEGATIVO
bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A216000/00002/2025,notificación,NEGATIVO
boa,"RESOLUCIÓN de 21 de diciembre de 2024, del Director General de la Función Pública, por la que se aprueba la lista definitiva de personas candidatas admitidas y excluidas a las pruebas selectivas, para la estabilización de empleo temporal, para ingreso en el Cuerpo de Funcionarios Técnicos de la Administración de la Comunidad Autónoma de Aragón, Escala Técnica Facultativa, Técnicos Recuperadores (Código de convocatoria 210005).",resolución,NEGATIVO
boib,Resolución del gerente de la Fundación para el Deporte Balear por la que se aprueba la lista definitiva de aspirantes que han superado el proceso selectivo por el sistema de concurso oposición para cubrir las plazas de personal laboral de la Fundación para el Deporte Balear y se adjudica la plaza de personal laboral fijo de facultativo técnico / facultativa técnica en fisioterapia,resolución,NEGATIVO
dogc,"Resolución CLT/416/2025, de 10 de febrero, por la que se aprueba y se hace pública la lista provisional de personas aspirantes admitidas y excluidas de la convocatoria de los procesos de selección de nuevo acceso, mediante el sistema selectivo de concurso oposición, de personal laboral de la Oficina de Apoyo a la Iniciativa Cultural",resolución,NEGATIVO
boe,"Orden de 4 de febrero de 2025, por la que se destina a los Jueces y Juezas que se relacionan, como consecuencia del concurso resuelto por Acuerdo de la Comisión Permanente del Consejo General del Poder Judicial.",orden,NEGATIVO
boe,"Anuncio de formalización de contratos de: Dirección General del Instituto de Mayores y Servicios Sociales. Objeto: Prestación de los servicios de reserva y ocupación de plazas en los Balnearios de Acuña 1 2, Liérganes 2 3, Graena 1 2, Terma Pallares, Cestona, La Albotea para el programa de Termalismo del Imserso. Expediente: 889/2024.",anuncio,NEGATIVO
borm,"Aprobación del padrón de las tasas municipales de servicios de suministro de agua potable, alcantarillado, recogida de residuos sólidos urbanos, saneamiento y canon contador del sexto bimestre de 2024.",aprobación,NEGATIVO
bocm,"Resolución proceso selectivo
– Resolución de 6 de febrero de 2025, de la Dirección General de Función Pública, por la que se procede a la adjudicación de destinos correspondiente al proceso extraordinario de estabilización de empleo temporal para el acceso a plazas de carácter laboral de la categoría profesional de Titulado Superior, Especialidad Investigación Agropecuaria, Alimentaria y Medioambiental (Grupo I, Nivel 9, Área B) de la Comunidad de Madrid",resolución,NEGATIVO
boja,"Resolución de 29 de enero de 2025, de la Presidencia del Instituto Andaluz de Investigación y Formación Agraria, Pesquera, Alimentaria y de la Producción Ecológica, por la que se da publicidad a los convenios de colaboración y adendas de convenios firmados en el segundo semestre de 2024.",resolución,NEGATIVO
bopv,"ORDEN de 13 de marzo de 2025, del Consejero de Hacienda y Finanzas, de cese de Vocal titular del Tribunal Económico-Administrativo de Euskadi.

				
2025/01258",orden,NEGATIVO
dogv,"RESOLUCIÓN de 26 de febrero de 2025, de la Dirección General de Personal, por la que se acuerda el nombramiento como personal estatutario fijo con indicación del destino elegido, a las personas finalmente aprobadas de los procesos selectivos: por concurso-oposición, derivado de las OPE de los años 2017, 2018 y estabilización de 2019 y por concurso de méritos excepcional de estabilización, derivado de la OPE del año 2022, para la provisión de plazas básicas vacantes de facultativo o facultativa especialistas de aparato digestivo de instituciones sanitarias de la Conselleria de Sanidad.",resolución,NEGATIVO
boe,MURCIA,otros,NEGATIVO
docm,"Notificación de 28/02/2025, de la Delegación Provincial de Agricultura, Ganadería y Desarrollo Rural de Cuenca, por la que se acuerda dar publicidad a la propuesta de resolución recaída en el expediente sancionador por infracción en materia de animales domésticos, al no haberse podido practicar la notificación personal en el último domicilio conocido (expediente 16AD240012).",notificación,NEGATIVO
boe,"Anuncio de formalización de contratos de: Jefatura de Asuntos Económicos de la Fuerza Terrestre. Objeto: Suministro de diverso material electrónico, informático y herramental de COACTA RACTA 4. Expediente: 2024/ETSAE0206/00000736E.",anuncio,NEGATIVO
bon,Notificación de diligencia de embargo de bienes inmueblesReferencia: E010000/00002/2025,notificación,NEGATIVO
boa,"RESOLUCIÓN de 29 de enero de 2025, de la Gerencia de Sector de Alcañiz por la que se resuelve el procedimiento de provisión, por el sistema de libre designación, de un puesto de Supervisión de Unidad de Formación y Calidad en el Hospital de Alcañiz",resolución,NEGATIVO
boe,"Ley Foral 19/2024, de 26 de diciembre, de Presupuestos Generales de Navarra para el año 2025.",otros,NEGATIVO
boe,"Anuncio de formalización de contratos de: Dirección General de Carreteras. Objeto: 30.994/23; SI-010/23; Asistencia técnica para la evaluación de la resiliencia de la Red de Carreteras del Estado ante eventos hidrometeorológicos y la gestión de inundaciones. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU. Expediente: D30239329639.",anuncio,NEGATIVO
docm,"Notificación de 24/03/2025, de la Delegación Provincial de Sanidad de Cuenca, por la que se da publicidad a la Resolución de fecha 07/03/2025 por la que se resuelve favorablemente la solicitud de baja/cese de oficio por cese definitivo de la actividad económica, a los efectos de cancelación en el Registro Sanitario de Empresas Alimentarias de Castilla-La Mancha de la empresa con número de registro 70.00098/16.",notificación,NEGATIVO
boe,ARANJUEZ,otros,NEGATIVO
docm,"Anuncio de 08/01/2025, del Ayuntamiento de Torrijos (Toledo), sobre nombramientos como funcionarias de carrera para cubrir 2 plazas de auxiliar administrativo, Grupo C, Subgrupo C2.",anuncio,NEGATIVO
bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A028000/00001/2025,notificación,NEGATIVO
boib,"Notificación de resolución de concesión a los beneficiarios de las ayudas, RES6 de fecha 13 de febrero de 2025, al amparo de la convocatoria de las subvenciones para inversiones en la prevención de los daños causados en los bosques por incendios forestales, desastres naturales y catástrofes, para el año 2024",notificación,NEGATIVO
boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de Educación, Formación Profesional y Deportes. Objeto: Servicio de mantenimiento de los aparatos elevadores, montalibros y plataformas salvaescaleras en los edificios administrativos del Ministerio de Educación, Formación Profesional y Deportes. Expediente: J250001A.",anuncio,NEGATIVO
boib,Aprobación de la convocatoria y de las bases de los premios dentro de la campaña enamorate del comercio de Muro 2025,aprobación,NEGATIVO
bor,Apertura del periodo de cobranza del padrón correspondiente a la cuota general del ejercicio 2024,otros,NEGATIVO
boe,"Real Decreto 1272/2024, de 10 de diciembre, por el que se adjudica en propiedad la plaza de Jueza de adscripción territorial del Tribunal Superior de Justicia de Madrid a la Magistrada doña Alejandra Fontana Sánchez.",real_decreto,NEGATIVO
doe,"Decreto 1/2025, de 14 de enero, por el que se declara urgente la ocupación por el Excelentísimo Ayuntamiento de Casar de Palomero (Cáceres) de los bienes y derechos necesarios en el procedimiento de expropiación forzosa tramitado para la ejecución de la obra denominada ""Ensanche de calle Santa Catalina de Ribera Oveja para acceso de camiones cisterna al depósito del agua en el término municipal de Casar de Palomero"".",decreto,NEGATIVO
boe,"Anuncio del Organismo Autónomo Parques Nacionales por la que se convoca, mediante procedimiento abierto, licitación del expediente de: Enajenación del aprovechamiento estimado de aproximadamente 11.700,00 toneladas de madera de «Pinus pinea L.» en cargadero, extraída en la finca Las Marismillas, Pinar del Faro y Las Salinas, T.M. de Almonte (Huelva). Expediente: 50025802.",anuncio,NEGATIVO
boe,U.R. SUBASTAS ANDALUCIA 41,otros,NEGATIVO
dogc,Anuncio relativo al nombramiento de personal funcionario del Ayuntamiento de Parets del Vallès,anuncio,NEGATIVO
boe,Anuncio de la Facultad de Ciencias de la Educación de la Universidad Granada sobre extravío de título universitario.,anuncio,NEGATIVO
bopa,"Resolución de 15 de enero de 2025, de la Consejería de Cultura, Política Llingüística y Deporte, por la que se declara la no oposición a la modificación de Estatutos de la Fundación Patronato Manuel Suárez para obras benéficas en el concejo de Navia (33/FDC0033). [Cód. 2025-00599]",resolución,NEGATIVO
boib,"Resolución de la Presidencia del Instituto Mallorquín de Asuntos Sociales (IMAS) por la que aprueba la lista definitiva de las personas aspirantes que han superado el proceso selectivo de estabilización por el sistema de concurso excepcional para el ingreso como personal laboral, categoría técnico/a auxiliar, especialidad Auxiliar Técnico/a Sociosanitario/a, grupo D (actual C2) de la Residencia Oms/Sant Miquel y de los centros de día Can Clar y Son Bru, se contrata como personal laboral indefinido (laboral fijo) y se adjudican los puestos de trabajo.",resolución,NEGATIVO
bopa,Anuncio. Modificación de la Relación de Puestos de Trabajo del Ayuntamiento de Langreo para la inclusión del puesto de Psicólogo/a del Centro Asesor de la Mujer. [Cód. 2025-02092],anuncio,NEGATIVO
boa,"ACUERDO del Pleno del Ayuntamiento de Mora de Rubielos, celebrado el día 6 de marzo de 2025, por el que se aprueba inicialmente el expediente de Agrupación entre el Ayuntamiento de Mora de Rubielos y Rubielos de Mora para el sostenimiento en común de una plaza de Técnico Medio de Gestión.",acuerdo,NEGATIVO
boe,"Resolución de 10 de febrero de 2025, de la Secretaría de Estado de Sanidad, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",resolución,NEGATIVO
dog,"RESOLUCIÓN de 18 de febrero de 2025, de la Dirección General de Empleo Público y Administración de Personal, por la que se aprueba la relación provisional de personas admitidas y excluídas del concurso para la provisión de puestos de trabajo vacantes de cuerpos y escalas de Administración especial de la Administración general de la Comunidad Autónoma de Galicia, escalas de ingenieros, ingenieros técnicos, arquitectos, arquitectos técnicos y ciencias.",resolución,NEGATIVO
bopa,"Rectificación de errores de la Resolución de 24 de febrero de 2025, del Secretario General de la Universidad de Oviedo, por la que se emplaza a los interesados en la reclamación 17/2025 interpuesta contra la valoración de la Comisión de Selección, concurso público para la elaboración de bolsas de empleo temporal de personal docente e investigador. [Cód. 2025-01858]",corrección_errores,NEGATIVO
dogc,Edicto sobre aprobación definitiva de un proyecto de obras (exp. 2024/2565),edicto,NEGATIVO
bopa,Anuncio de cobranza. [Cód. 2025-00596],anuncio,NEGATIVO
boe,"Resolución de 9 de diciembre de 2024, de la Universitat de València, por la que se convocan pruebas selectivas de acceso, por el sistema general de libre, a la Escala Técnica Básica de Investigación.",resolución,NEGATIVO
doe,Anuncio de 7 de febrero de 2025 sobre notificación de determinadas resoluciones en relación con las solicitudes de renovación de calificación de explotación agraria prioritaria de titularidades compartidas presentadas en el año 2024.,anuncio,NEGATIVO
bocyl,"ORDEN EYH/13/2025, de 20 de enero, por la que se resuelve convocatoria pública para cubrir, mediante el sistema de libre designación, el puesto de trabajo que se cita.",orden,NEGATIVO
boc,"Aprobación, exposición pública de los padrones fiscales de las Tasas por Abastecimiento de Agua Potable, Recogida de Residuos Sólidos Urbanos, Servicio de Alcantarillado y Canon de Saneamiento del cuarto trimestre de 2024, y apertura del periodo voluntario de cobro.",aprobación,NEGATIVO
boc,"Concesión de licencia de primera ocupación de las obras de construcción de 18 viviendas, garajes y trasteros en calle Ojáiz, 6, 6 A a 6 M. Licencia de obra mayor número 213/20.",otros,NEGATIVO
bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A903000/00006/2025,notificación,NEGATIVO
bopv,"RESOLUCIÓN 9/2025, de 22 de enero, del Director de la Secretaría del Gobierno y de Relaciones con el Parlamento, por la que se dispone la publicación del Convenio suscrito entre Lanbide-Servicio Vasco de Empleo y la entidad Zabaltzen-Sartu Koop. Elk. de Iniciativa Social para actuar como entidad habilitada para la realización de transacciones electrónicas en representación y por cuenta de las personas interesadas en procedimientos relacionados con las prestaciones del Sistema Vasco de Garantía de Ingresos.
				
2025/00563",resolución,NEGATIVO
boca,"Dirección General de la Función Pública.- Resolución de 9 de enero de 2025, por la que se hace pública la relación de personas aspirantes seleccionadas en las pruebas selectivas para el ingreso, por el sistema general de acceso libre, en el Cuerpo Superior de Administradores, Escala de Administradores Generales (Grupo A, Subgrupo A1), en ejecución del Anexo I del Decreto 114/2022, de 20 de mayo, por el que se aprueba la Oferta Extraordinaria de Empleo Público para la estabilización del empleo temporal a que se refiere el artículo 2.1 de la Ley 20/2021, de 28 de diciembre, de medidas urgentes para la reducción de la temporalidad en el empleo público en el ámbito de la Administración General de la Comunidad Autónoma de Canarias, convocadas por Resolución de 14 de diciembre de 2022, y se les ofertan puestos de trabajo.",resolución,NEGATIVO
bon,CORRECCIÓN DE ERRORES - Convenio Colectivo de Productos Naturales de la Vega SL.,corrección_errores,NEGATIVO
bopv,"ANUNCIO de 10 de febrero de 2025, del Director General de Lanbide-Servicio Vasco de Empleo, relativo a notificaciones n.º 3221 sobre procedimientos de tramitación de la prestación del Ingreso Mínimo Vital.
				
2025/00800",anuncio,NEGATIVO
bopa,"Resolución de 25 de febrero de 2025, de la Dirección Gerencia del Servicio de Salud del Principado de Asturias, por la que se hace público el listado provisional de puntuaciones y adjudicaciones de destinos funcionales en el proceso de movilidad voluntaria abierto y periódico para el acceso a plazas estatutarias de la Categoría de Facultativo Especialista de Área en Cirugía General y Aparato Digestivo. [Cód. 2025-01617]",resolución,NEGATIVO
bor,Convocatoria de junta general ordinaria,convocatoria,NEGATIVO
boe,VALENCIA,otros,NEGATIVO
boib,"Notificación de Corrección de errores del Edicto núm. 1720, publicado ene el BOIB núm. 24 del 22 de febrero de 2025, referido a la Resolución de concesión a los beneficiarios de las ayudas, RES2 de fecha 11 de febrero de 2025, al amparo de la Resolución del Presidente del Fondo de Garantía Agraria y Pesquera de las Islas Baleares (FOGAIBA) por la que se convocan subvenciones para inversiones no productivas vinculadas a la realización de los compromisos de agroambiente y clima, para el año 2024",notificación,NEGATIVO
boe,VINAROS,otros,NEGATIVO
boja,"Resolución de 27 de febrero de 2025, del Patronato de la Alhambra y Generalife, por la que se adjudica puesto de libre designación convocado por la resolución que se cita.",resolución,NEGATIVO
boe,AYUNTAMIENTO DE MADRID,otros,NEGATIVO
boc,"Aprobación, exposición pública de los padrones de la Tasa por Suministro de Agua a Domicilio, Recogida de Basuras, Alcantarillado, Mantenimiento de Contador, Mantenimiento de Acometida y Canon de Saneamiento correspondientes al segundo semestre de 2024, y apertura del periodo voluntario de cobro.",aprobación,NEGATIVO
boe,BERGA,otros,NEGATIVO
bocyl,"RESOLUCIÓN de 9 de enero de 2025, de la Dirección General de la Industria y la Cadena Agroalimentarias, sobre cancelación de la Sociedad Agraria de Transformación «San José, en liquidación» n.º 3410.",resolución,NEGATIVO
boa,"RESOLUCIÓN de 30 de enero de 2025, de la Dirección Gerencia del Servicio Aragonés de Salud, por la que se declara aprobada la relación definitiva de admitidos y excluidos para participar en el proceso selectivo, convocado por Resolución de 16 de mayo de 2024, de la Dirección Gerencia del Servicio Aragonés de Salud, por la que se convoca proceso selectivo para el acceso a la condición de personal estatutario fijo en plazas básicas de la categoría de Enfermero/a Especialista en Salud Mental en centros del Servicio Aragonés de Salud de la Comunidad Autónoma de Aragón, para su provisión por turno de promoción interna.",resolución,NEGATIVO
docm,"Resolución de 05/02/2025, de la Secretaría General, por la que se dispone la publicación de la prórroga del convenio de colaboración entre la Comunidad de Madrid y la Junta de Comunidades de Castilla-La Mancha, para la renovación de la utilización de los títulos de abono transportes del Consorcio Regional de Transportes de Madrid en los desplazamientos entre ambas comunidades autónomas para el año 2025.",resolución,NEGATIVO
dogc,"Resolución de 6 de febrero de 2025, por la que se hace público el resultado parcial del concurso de acceso 97, de plazas de profesorado agregado / profesorado permanente laboral, convocado por la Resolución de 15 de octubre de 2024 (DOGC núm. 9273, de 22.10.2024)",resolución,NEGATIVO
dogv,"RESOLUCIÓN de 17 de enero de 2025, del Rectorado, por la que se convoca un proceso selectivo, para la contratación temporal de personal de investigación de la categoría de personal investigador en formación para colaborar con el proyecto «Asistente para personas con TEA y fobias mediante realidad virtual y aumentada» del Instituto Universitario de Investigación Informática. Referencia: I-PI 16-25",resolución,NEGATIVO
boe,Anuncio de la Comunidad de Regantes de Tormos sobre convocatoria de Junta.,anuncio,NEGATIVO
boib,Resolución de la consejera de Familias y Asuntos Sociales por la que se actualiza para el año 2025 la cuantía correspondiente al complemento de renta social de las Illes Balears a las pensiones no contributivas,resolución,NEGATIVO
boe,Anuncio de licitación de: Subdirección General de Planificación y Gestión Económica. Objeto: Servicio de mantenimiento integral de las instalaciones en el centro penitenciario de Castellón II (Albocasser). Expediente: 020120240231.,anuncio,NEGATIVO
bor,Aprobación definitiva del establecimiento del servicio público de la estación de viajeros de Calahorra,aprobación,NEGATIVO
